Message,num_words,num_uppercase,num_lowercase_words,num_chars,num_special_chars,num_links,num_spam_words,num_digits,label
Auntie huai juan never pick up her phone,8,1,7,40,0,0,0,0,ham
"Ya tel, wats ur problem..",5,1,4,25,3,0,0,0,ham
i dnt wnt to tlk wid u,7,0,7,22,0,0,0,0,ham
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",29,3,26,153,11,0,0,0,ham
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,32,1,30,203,9,0,0,0,ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",79,23,52,324,38,0,0,1,ham
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,23,3,20,115,5,0,0,0,ham
All e best 4 ur exam later.,7,1,5,27,1,0,0,1,ham
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,29,3,23,139,4,0,0,1,ham
Oh k.i think most of wi and nz players unsold.,10,1,9,46,2,0,0,0,ham
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",24,3,20,115,9,0,0,1,ham
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",36,5,27,155,6,0,0,0,ham
"Haha just kidding, papa needs drugs",6,1,5,35,1,0,0,0,ham
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",17,3,13,82,11,0,0,1,ham
Oh ok..,2,1,1,7,2,0,0,0,ham
Thats cool! I am a gentleman and will treat you with dignity and respect.,14,2,12,73,2,0,0,0,ham
Shall i start from hear.,5,1,4,24,1,0,0,0,ham
Then we wait 4 u lor... No need 2 feel bad lar...,12,2,8,49,6,0,0,2,ham
No did you check? I got his detailed message now,10,2,8,48,1,0,0,0,ham
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,27,15,18,155,10,0,0,0,ham
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",18,2,16,93,1,0,0,0,ham
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,18,5,13,99,16,0,0,0,ham
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,27,15,18,155,10,0,0,0,ham
cool. We will have fun practicing making babies!,8,1,7,48,2,0,0,0,ham
Actually getting ready to leave the house.,7,1,6,42,1,0,0,0,ham
K..k..any special today?,3,1,2,24,5,0,0,0,ham
Then we gotta do it after that,7,1,6,30,0,0,0,0,ham
"I've got ten bucks, jay is being noncomittal",8,1,7,44,2,0,0,0,ham
Where at were hungry too,5,1,4,24,0,0,0,0,ham
Pls speak to that customer machan.,6,1,5,34,1,0,0,0,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,25,0,25,144,5,0,0,0,ham
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,22,26,12,143,8,0,0,16,ham
So wats ur opinion abt him and how abt is character?,11,1,10,52,1,0,0,0,ham
Jay is snickering and tells me that x is totally fucking up the chords as we speak,17,1,16,82,0,0,0,0,ham
No..few hours before.went to hair cut .,7,1,5,39,4,0,0,0,ham
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,18,3,15,80,9,0,0,0,ham
Lmao. Take a pic and send it to me.,9,2,7,35,2,0,0,0,ham
Speak only when you feel your words are better than the silence... Gud mrng:-),14,2,12,78,6,0,0,0,ham
No. She's currently in scotland for that.,7,2,5,41,3,0,0,0,ham
Do you work all this week ?,7,1,5,27,1,0,0,0,ham
Lol great now im getting hungry.,6,1,5,32,1,0,0,0,ham
Yes.. now only saw your message..,6,1,5,33,4,0,0,0,ham
I'll be at mu in like  &lt;#&gt;  seconds,8,1,7,41,6,0,0,0,ham
Ok...,1,1,0,5,3,0,0,0,ham
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,24,98,0,126,3,0,0,1,ham
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",32,2,30,166,5,0,0,0,ham
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",22,3,19,122,4,0,0,0,ham
Thanks for ve lovely wisheds. You rock,7,2,5,38,1,0,0,0,ham
You intrepid duo you! Have a great time and see you both soon.,13,2,11,62,2,0,0,0,ham
I asked sen to come chennai and search for job.,10,1,9,47,1,0,0,0,ham
Dad went out oredi...,4,1,3,21,3,0,0,0,ham
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",22,2,20,115,5,0,0,0,ham
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,16,3,12,71,5,0,0,1,ham
"Arms fine, how's Cardiff and uni?",6,2,4,33,3,0,0,0,ham
In fact when do you leave? I think addie goes back to school tues or wed,16,2,14,72,1,0,0,0,ham
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",21,28,10,132,19,0,0,0,ham
Ya:)going for restaurant..,3,1,2,26,4,0,0,0,ham
"Its ok., i just askd did u knw tht no?",10,1,9,38,3,0,0,0,ham
Those ducking chinchillas,3,1,2,25,0,0,0,0,ham
I am in a marriage function,6,1,5,27,0,0,0,0,ham
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,20,3,17,103,2,0,0,0,ham
say thanks2.,2,0,2,12,1,0,0,1,ham
Msg me when rajini comes.,5,1,4,25,1,0,0,0,ham
Ya! when are ü taking ure practical lessons? I start in june..,12,2,10,62,4,0,0,0,ham
"That's good, because I need drugs",6,2,4,33,2,0,0,0,ham
Stupid.its not possible,3,1,2,23,1,0,0,0,ham
Can ü all decide faster cos my sis going home liao..,11,1,10,52,2,0,0,0,ham
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,20,5,15,104,9,0,0,0,ham
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,26,28,15,153,3,0,0,19,ham
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",25,3,22,144,9,0,0,0,ham
Kinda. First one gets in at twelve! Aah. Speak tomo,10,4,6,51,3,0,0,0,ham
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,24,3,21,111,9,0,0,0,ham
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,29,3,25,131,5,0,0,1,ham
I wont touch you with out your permission.,8,1,7,42,1,0,0,0,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",30,20,15,151,5,0,0,8,ham
Take some small dose tablet for fever,7,1,6,37,0,0,0,0,ham
Oh. U must have taken your REAL Valentine out shopping first.,11,7,7,61,2,0,0,0,ham
"Just sent you an email – to an address with incomm in it, is that right?",16,1,14,72,2,0,0,0,ham
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",21,2,19,93,3,0,0,0,ham
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",30,6,24,141,7,0,0,0,ham
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",15,3,12,85,8,0,0,0,ham
Why you keeping me away like this,7,1,6,33,0,0,0,0,ham
I think its far more than that but find out. Check google maps for a place from your dorm.,19,2,17,90,2,0,0,0,ham
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,30,2,27,147,4,0,0,1,ham
Have you always been saying welp?,6,1,5,33,1,0,0,0,ham
"I'm a guy, browsin is compulsory",6,1,5,32,2,0,0,0,ham
Ok...,1,1,0,5,3,0,0,0,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,24,3,21,149,3,0,0,0,ham
"Sorry, I'll call later",4,2,2,22,2,0,0,0,ham
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",33,6,27,154,6,0,0,0,ham
I told your number to gautham..,6,1,5,31,2,0,0,0,ham
Tell them no need to investigate about me anywhere.,9,1,8,51,1,0,0,0,ham
Ok i juz receive..,4,1,3,18,2,0,0,0,ham
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",34,3,31,172,4,0,0,0,ham
In the end she might still vomit but its okay. Not everything will come out.,15,2,13,76,2,0,0,0,ham
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,22,4,18,112,3,0,0,0,ham
Hey gals.. Anyone of u going down to e driving centre tmr?,12,2,10,58,3,0,0,0,ham
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,34,3,31,158,6,0,0,0,ham
I'm putting it on now. It should be ready for  &lt;TIME&gt;,11,6,8,59,6,0,0,0,ham
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",29,3,26,154,3,0,0,0,ham
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",28,20,18,154,9,0,0,2,ham
Host-based IDPS for linux systems.,5,5,3,34,2,0,0,0,ham
Don no da:)whats you plan?,5,1,4,26,3,0,0,0,ham
Ill be there on  &lt;#&gt;  ok.,6,1,5,31,6,0,0,0,ham
Oh my God. I'm almost home,6,3,3,26,2,0,0,0,ham
Sounds like something that someone testing me would sayy,9,1,8,56,0,0,0,0,ham
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,33,5,28,148,5,0,0,0,ham
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",16,4,12,90,6,0,0,0,ham
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,22,3,19,110,4,0,0,0,ham
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",95,7,83,458,14,0,0,0,ham
Hows the champ just leaving glasgow!,6,1,5,36,1,0,0,0,ham
K:)all the best:)congrats...,3,1,2,28,7,0,0,0,ham
I wonder if you'll get this text?,7,1,6,33,2,0,0,0,ham
I need to come home and give you some good lovin...,11,1,10,51,3,0,0,0,ham
Shall i ask one thing if you dont mistake me.,10,1,9,45,1,0,0,0,ham
Check wid corect speling i.e. Sarcasm,6,2,4,37,2,0,0,0,ham
Are you angry with me. What happen dear,8,2,6,39,1,0,0,0,ham
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,23,2,19,96,4,0,0,2,ham
Yup ok thanx...,3,1,2,15,3,0,0,0,ham
Hi:)cts employee how are you?,5,1,4,29,3,0,0,0,ham
Pls pls find out from aunt nike.,7,1,6,32,1,0,0,0,ham
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",37,5,28,152,10,0,0,0,ham
No screaming means shouting..,4,1,3,29,2,0,0,0,ham
Hey what happen de. Are you alright.,7,2,5,36,2,0,0,0,ham
Should I have picked up a receipt or something earlier,10,2,8,54,0,0,0,0,ham
I think chennai well settled?,5,1,4,29,1,0,0,0,ham
Oh dang! I didn't mean o send that to you! Lol!,11,3,8,47,4,0,0,0,ham
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,36,2,34,172,4,0,0,0,ham
Horrible bf... I now v hungry...,6,2,4,32,6,0,0,0,ham
Remember on that day..,4,1,3,22,2,0,0,0,ham
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,18,5,13,91,5,0,0,0,ham
All sounds good. Fingers . Makes it difficult to type,10,3,6,53,2,0,0,0,ham
Midnight at the earliest,4,1,3,24,0,0,0,0,ham
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,24,4,20,121,4,0,0,0,ham
K come to nordstrom when you're done,7,1,6,36,1,0,0,0,ham
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,39,49,27,212,13,0,0,0,ham
Now press conference da:),4,1,3,25,2,0,0,0,ham
After completed degree. There is no use in joining finance.,10,2,8,59,2,0,0,0,ham
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",35,6,23,155,8,0,0,0,ham
Shant disturb u anymore... Jia you...,6,2,4,37,6,0,0,0,ham
"Me, i dont know again oh",6,1,5,24,1,0,0,0,ham
Dude sux for snake. He got old and raiden got buff,11,2,9,50,1,0,0,0,ham
He says hi and to get your ass back to south tampa (preferably at a kegger),16,1,15,75,2,0,0,0,ham
In e msg jus now. U said thanks for gift.,10,2,8,41,2,0,0,0,ham
U too...,2,1,1,8,3,0,0,0,ham
Ok how you dear. Did you call chechi,8,2,6,36,1,0,0,0,ham
Yeah we do totes. When u wanna?,7,2,5,31,2,0,0,0,ham
Wat r u doing?,4,1,3,14,1,0,0,0,ham
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,23,6,16,97,3,0,0,0,ham
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,11,1,9,63,5,0,0,1,ham
Dude just saw a parked car with its sunroof popped up. Sux,12,2,10,58,1,0,0,0,ham
Get ready to put on your excellent sub face :),10,1,8,46,2,0,0,0,ham
Tmrw. Im finishing 9 doors,5,2,2,26,1,0,0,1,ham
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",29,2,26,143,19,0,0,1,ham
I am late. I will be there at,8,2,6,29,1,0,0,0,ham
"whatever, im pretty pissed off.",5,0,5,31,2,0,0,0,ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,24,26,6,156,3,0,0,3,ham
I dont have that much image in class.,8,1,7,37,1,0,0,0,ham
No:-)i got rumour that you going to buy apartment in chennai:-),11,1,10,63,6,0,0,0,ham
Near kalainar tv office.thenampet,4,1,3,33,1,0,0,0,ham
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,25,2,22,104,3,0,0,1,ham
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",11,4,7,58,13,0,0,0,ham
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,14,6,8,62,4,0,0,0,ham
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",38,1,37,184,4,0,0,0,ham
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,103,28,40,611,133,0,0,4,ham
"Why is that, princess? I bet the brothas are all chasing you!",12,2,10,61,3,0,0,0,ham
"I shall book chez jules for half eight, if that's ok with you?",13,1,12,62,3,0,0,0,ham
Hhahhaahahah rofl wtf nig was leonardo in your room or something,11,1,10,64,0,0,0,0,ham
"Yep, at derek's house now, see you Sunday &lt;3",9,2,7,47,5,0,0,1,ham
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",19,2,16,92,9,0,0,0,ham
"Sorry, I'll call later",4,2,2,22,2,0,0,0,ham
There are no other charges after transfer charges and you can withdraw anyhow you like,15,1,14,86,0,0,0,0,ham
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",32,13,24,159,7,0,0,0,ham
At 4. Let's go to bill millers,7,2,4,30,2,0,0,1,ham
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,25,7,19,105,5,0,0,0,ham
That's my honeymoon outfit. :),5,1,3,30,4,0,0,0,ham
Will it help if we propose going back again tomorrow,10,1,9,52,0,0,0,0,ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,28,6,22,152,7,0,0,0,ham
Pls confirm the time to collect the cheque.,8,1,7,43,1,0,0,0,ham
Daddy will take good care of you :),8,1,6,35,2,0,0,0,ham
"Yeah probably, I still gotta check out with leo",9,2,7,47,1,0,0,0,ham
K.then any other special?,4,1,3,25,2,0,0,0,ham
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,27,2,25,127,2,0,0,0,ham
Ok pa. Nothing problem:-),4,2,2,25,4,0,0,0,ham
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,26,3,23,142,5,0,0,2,ham
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",19,17,13,128,3,0,0,1,ham
When you came to hostel.,5,1,4,24,1,0,0,0,ham
Ok no prob... I'll come after lunch then...,8,2,6,43,7,0,0,0,ham
You all ready for * big day tomorrow?,8,1,6,37,2,0,0,0,ham
I'll probably be around mu a lot,7,1,6,32,1,0,0,0,ham
645,1,0,0,3,0,0,0,3,ham
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,20,11,10,153,13,0,0,13,ham
Thnx dude. u guys out 2nite?,6,1,5,28,2,0,0,1,ham
Me sef dey laugh you. Meanwhile how's my darling anjie!,10,2,8,55,3,0,0,0,ham
Mm i had my food da from out,8,1,7,28,0,0,0,0,ham
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",25,2,23,121,2,0,0,0,ham
Did u download the fring app?,6,1,5,29,1,0,0,0,ham
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,22,1,19,115,6,0,0,1,ham
Friends that u can stay on fb chat with,9,1,8,39,0,0,0,0,ham
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",37,6,26,154,17,0,0,0,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,24,5,18,132,3,0,0,12,ham
"Ah, well that confuses things, doesn‘t it?",7,1,6,42,3,0,0,0,ham
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,32,6,26,156,6,0,0,0,ham
Dear how you. Are you ok?,6,2,4,25,2,0,0,0,ham
Yes princess! I want to make you happy...,8,2,6,41,4,0,0,0,ham
Sounds like you have many talents! would you like to go on a dinner date next week?,17,1,16,83,2,0,0,0,ham
I am going to film 2day da. At 6pm. Sorry da.,11,3,8,45,3,0,0,2,ham
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,15,2,12,73,3,0,0,1,ham
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,28,4,24,158,10,0,0,0,ham
Yesterday its with me only . Now am going home.,10,2,7,47,2,0,0,0,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",23,66,8,161,9,0,0,19,ham
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",32,4,27,159,7,0,0,0,ham
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",36,5,31,165,4,0,0,0,ham
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",29,14,25,155,8,0,0,1,ham
Great comedy..cant stop laughing da:),5,1,4,37,4,0,0,0,ham
"Alright, we're all set here, text the man",8,1,7,41,3,0,0,0,ham
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",32,2,29,136,8,0,0,0,ham
Sleeping nt feeling well,4,1,3,24,0,0,0,0,ham
U WILL SWITCH YOUR FONE ON DAMMIT!!,7,27,0,35,2,0,0,0,ham
India have to take lead:),5,1,4,25,2,0,0,0,ham
I.ll post her out l8r. In class,7,2,5,31,2,0,0,1,ham
Thts wat Wright Brother did to fly..,7,3,4,36,2,0,0,0,ham
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",28,4,20,130,8,0,0,0,ham
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),27,16,21,156,14,0,0,0,ham
ITS A LAPTOP TAKE IT WITH YOU.,7,23,0,30,1,0,0,0,ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,27,1,26,118,5,0,0,0,ham
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,17,3,14,82,9,0,0,0,ham
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,33,5,28,144,14,0,0,0,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",14,12,8,73,4,0,0,0,ham
At 7 we will go ok na.,7,1,5,22,1,0,0,1,ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),19,4,14,90,6,0,0,0,ham
S:-)if we have one good partnership going we will take lead:),11,1,10,61,5,0,0,0,ham
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,22,25,12,146,6,0,0,35,ham
"Yeah, where's your class at?",5,1,4,28,3,0,0,0,ham
No just send to you. Bec you in temple na.,10,2,8,42,2,0,0,0,ham
"You aren't coming home between class, right? I need to work out and shower!",14,2,12,75,4,0,0,0,ham
S but mostly not like that.,6,1,5,27,1,0,0,0,ham
Ü v ma fan...,4,1,3,13,3,0,0,0,ham
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,27,3,24,129,10,0,0,0,ham
Guess who spent all last night phasing in and out of the fourth dimension,14,1,13,73,0,0,0,0,ham
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,19,1,18,88,1,0,0,0,ham
"Yes..but they said its IT.,",5,3,3,27,4,0,0,0,ham
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",24,4,20,147,12,0,0,0,ham
Lmao!nice 1,2,1,0,11,1,0,0,1,ham
Glad to see your reply.,5,1,4,23,1,0,0,0,ham
Nah dub but je still buff,6,1,5,25,0,0,0,0,ham
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",24,6,18,144,9,0,0,0,ham
"Yeah, that's fine! It's £6 to get in, is that ok?",11,2,8,49,6,0,0,1,ham
Lol where do u come up with these ideas?,9,1,8,40,1,0,0,0,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",29,4,25,156,6,0,0,0,ham
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",23,3,20,122,8,0,0,0,ham
Okay... We wait ah,4,2,2,18,3,0,0,0,ham
Y lei?,2,1,1,6,1,0,0,0,ham
Already am squatting is the new way of walking,9,1,8,46,0,0,0,0,ham
Do you want bold 2 or bb torch,8,1,6,30,0,0,0,1,ham
Cramps stopped. Going back to sleep,6,2,4,35,1,0,0,0,ham
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,28,1,24,172,3,0,0,21,ham
Nan sonathaya soladha. Why boss?,5,2,3,32,2,0,0,0,ham
Bring tat cd don forget,5,1,4,23,0,0,0,0,ham
I don't know but I'm raping dudes at poker,9,2,7,42,2,0,0,0,ham
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,20,4,16,96,4,0,0,1,ham
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,15,2,13,71,5,0,0,0,ham
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,12,3,9,72,9,0,0,0,ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",16,2,14,76,2,0,0,0,ham
Hai priya are you right. What doctor said pa. Where are you.,12,3,9,60,3,0,0,0,ham
Ok...,1,1,0,5,3,0,0,0,ham
Please ask mummy to call father,6,1,5,31,0,0,0,0,ham
Can come my room but cannot come my house cos my house still messy... Haha...,15,2,13,77,6,0,0,0,ham
I have lost 10 kilos as of today!,8,1,6,33,1,0,0,2,ham
Just taste fish curry :-P,5,2,3,25,2,0,0,0,ham
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,20,4,16,126,7,0,0,0,ham
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,15,2,13,68,4,0,0,0,ham
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,16,3,13,75,5,0,0,0,ham
Was doing my test earlier. I appreciate you. Will call you tomorrow.,12,3,9,68,3,0,0,0,ham
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",31,5,22,144,7,0,0,0,ham
"(No promises on when though, haven't even gotten dinner yet)",10,1,9,60,4,0,0,0,ham
I got your back! Do you have any dislikes in bed?,11,2,9,49,2,0,0,0,ham
o turns out i had stereo love on mi phone under the unknown album.,14,0,14,66,1,0,0,0,ham
Yeah I don't see why not,6,2,4,24,1,0,0,0,ham
