Message,num_words,num_uppercase,num_lowercase_words,num_chars,num_special_chars,num_links,num_spam_words,num_digits,label
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,22,23,4,149,9,0,0,34,spam
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,28,5,23,134,4,0,0,0,spam
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,32,5,23,154,4,0,1,14,spam
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",28,25,10,156,7,0,0,28,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,26,14,14,136,5,0,1,8,spam
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",29,18,14,158,8,0,1,18,spam
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,22,2,20,126,2,0,0,0,spam
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",26,20,10,162,6,0,1,5,spam
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",24,7,15,155,11,0,0,28,spam
Ok lor but not too early. Me still having project meeting now.,12,2,10,62,2,0,0,0,spam
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,17,2,15,87,2,0,0,0,spam
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,26,0,21,139,6,0,2,17,spam
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,21,2,19,103,1,0,0,0,spam
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",23,18,12,158,5,0,0,24,spam
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",23,17,8,148,6,0,1,28,spam
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),25,4,21,126,6,0,0,0,spam
I cant wait to see you! How were the photos were useful? :),13,2,10,59,4,0,0,0,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,24,14,13,137,8,0,0,28,spam
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,29,2,27,142,4,0,1,0,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,27,23,16,156,5,0,2,18,spam
what is your account number?,5,0,5,28,1,0,0,0,spam
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,25,10,15,129,11,0,0,0,spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,24,13,16,147,2,0,2,22,spam
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,22,25,6,150,6,0,1,13,spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,29,18,18,158,6,0,1,19,spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,25,16,16,156,4,0,0,22,spam
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,22,79,0,103,0,0,0,3,spam
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,25,14,17,135,3,0,0,11,spam
Tell me they're female :V how're you throwing in? We're deciding what all to get now,16,3,13,84,5,0,1,0,spam
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,31,57,8,152,7,0,1,15,spam
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,30,1,28,155,4,0,1,1,spam
Once free call me sir. I am waiting for you.,10,2,8,44,2,0,1,0,spam
Meeting u is my work. . . Tel me when shall i do my work tomorrow,16,2,12,65,3,0,0,0,spam
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,25,19,13,134,3,0,0,17,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,27,23,16,156,5,0,2,18,spam
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,26,1,25,119,3,0,0,0,spam
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",35,16,25,158,10,0,0,3,spam
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,24,20,17,145,2,0,3,24,spam
Where r we meeting?,4,1,3,19,1,0,0,0,spam
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",37,5,32,188,7,0,1,0,spam
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,26,9,16,141,2,0,0,9,spam
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",19,2,17,105,5,0,1,0,spam
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,25,4,20,159,7,1,1,2,spam
on hen night. Going with a swing,7,1,6,32,1,0,1,0,spam
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",27,31,18,156,6,0,0,22,spam
Cancel cheyyamo?and get some money back?,6,1,5,40,2,0,0,0,spam
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,19,8,12,104,4,0,0,12,spam
K do I need a login or anything,8,2,6,31,0,0,0,0,spam
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,19,8,13,120,4,0,1,12,spam
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",18,8,11,115,3,0,1,16,spam
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),30,5,24,139,8,0,0,17,spam
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,26,4,22,140,5,0,0,0,spam
Yun buying... But school got offer 2000 plus only...,9,2,6,52,6,0,0,4,spam
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,28,10,18,155,6,0,2,25,spam
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",27,20,17,145,14,0,1,0,spam
Lol now I'm after that hot air balloon!,8,2,6,39,2,0,0,0,spam
"Yeah, we can probably swing by once my roommate finishes up with his girl",14,1,13,73,1,0,1,0,spam
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,30,14,19,154,7,0,1,18,spam
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,22,17,16,164,25,0,0,0,spam
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,26,14,15,145,6,0,1,19,spam
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",29,14,19,148,8,0,0,10,spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,31,14,18,143,7,0,1,14,spam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,27,2,20,145,3,0,1,20,spam
"sir, you will receive the account no another 1hr time. Sorry for the delay.",14,1,13,75,3,0,0,1,spam
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,23,21,17,159,3,0,1,15,spam
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,21,14,13,122,5,0,1,21,spam
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,15,1,14,76,7,0,0,0,spam
1's finish meeting call me.,5,0,5,27,2,0,0,1,spam
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,21,1,18,125,8,0,0,3,spam
Hello which the site to download songs its urgent pls,10,1,9,53,0,0,1,0,spam
Please CALL 08712402779 immediately as there is an urgent message waiting for you,13,5,10,81,0,0,1,11,spam
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",18,8,11,97,1,0,0,0,spam
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",14,3,11,70,5,0,0,0,spam
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",24,3,20,123,3,0,0,2,spam
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,27,27,14,146,2,0,0,20,spam
network operator. The service is free. For T & C's visit 80488.biz,12,4,7,66,5,0,1,5,spam
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,17,2,12,64,4,0,0,3,spam
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",26,11,16,138,5,0,1,2,spam
"Oh... Icic... K lor, den meet other day...",8,3,5,42,10,0,0,0,spam
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",18,2,16,82,2,0,0,1,spam
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",26,17,17,154,7,0,1,21,spam
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",42,4,38,207,6,0,1,0,spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",19,29,6,101,3,0,0,23,spam
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",27,7,16,151,11,0,0,25,spam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,24,13,9,159,6,0,0,17,spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,31,14,18,143,7,0,1,14,spam
Its ok my arm is feeling weak cuz i got a shot so we can go another time,18,1,17,72,0,0,0,0,spam
R we still meeting 4 dinner tonight?,7,1,5,36,1,0,0,1,spam
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",26,128,0,163,8,1,2,2,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,3,31,179,11,0,1,0,spam
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,25,12,13,150,3,0,2,19,spam
For sale - arsenal dartboard. Good condition but no doubles or trebles!,12,2,9,71,3,0,0,0,spam
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,30,2,28,141,6,0,0,0,spam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,26,17,13,140,5,0,2,25,spam
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,32,2,30,159,3,0,0,3,spam
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,28,6,21,141,0,0,0,10,spam
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,29,25,18,159,4,0,1,12,spam
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",35,1,32,149,4,0,1,1,spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,14,1,12,81,0,0,0,1,spam
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",25,15,16,152,7,0,2,35,spam
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",25,30,11,158,9,0,1,27,spam
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,26,28,12,174,16,0,0,0,spam
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,28,25,16,160,3,0,0,18,spam
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,20,2,16,78,3,0,0,2,spam
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",30,3,27,132,5,0,0,0,spam
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",22,17,12,130,7,0,1,13,spam
How are you with moneY...as in to you...money aint a thing....how are you sha!,14,2,12,78,11,0,0,0,spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",24,29,10,122,1,0,0,23,spam
Total video converter free download type this in google search:),10,1,9,64,2,0,1,0,spam
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,24,13,17,121,3,0,1,0,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,3,31,179,11,0,1,0,spam
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,28,3,25,157,3,0,1,0,spam
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",27,26,10,158,8,0,2,23,spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,28,18,18,150,7,0,2,16,spam
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",26,7,18,156,11,0,1,5,spam
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,17,2,15,79,6,0,0,0,spam
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,15,1,13,73,1,0,0,2,spam
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),26,3,22,127,5,0,0,0,spam
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",22,5,16,123,16,0,0,1,spam
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",19,1,18,92,2,0,0,0,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,22,14,13,145,8,0,0,28,spam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,28,40,10,149,8,0,1,17,spam
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,69,4,65,338,9,0,0,1,spam
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",33,4,20,148,19,0,0,1,spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,20,17,4,136,9,0,0,29,spam
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,29,5,21,145,2,0,0,9,spam
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,23,21,13,143,4,0,2,24,spam
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,21,1,18,99,5,0,0,4,spam
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,36,6,25,152,6,0,1,0,spam
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",24,12,17,148,16,0,1,0,spam
500 free text msgs. Just text ok to 80488 and we'll credit your account,14,1,11,71,2,0,1,8,spam
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",27,23,9,146,6,0,0,23,spam
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,31,11,21,160,3,0,1,26,spam
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",19,12,12,122,9,0,1,23,spam
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,25,22,17,159,1,0,1,19,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,28,23,17,157,5,0,2,18,spam
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,13,4,9,73,4,0,0,6,spam
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,30,94,0,126,2,0,0,1,spam
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,16,9,12,114,7,0,1,18,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,25,14,13,125,5,0,1,8,spam
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,18,5,13,99,4,0,0,0,spam
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",27,3,23,148,4,0,1,5,spam
U meet other fren dun wan meet me ah... Muz b a guy rite...,14,2,12,59,6,0,0,0,spam
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,23,25,11,145,6,0,0,22,spam
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,25,34,4,138,9,0,1,10,spam
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",35,1,32,149,4,0,1,1,spam
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,26,95,0,127,5,0,0,2,spam
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",34,14,23,223,16,0,1,23,spam
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,27,30,16,158,3,0,1,29,spam
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,26,105,0,142,11,0,0,1,spam
I love to wine and dine my lady!,8,1,7,32,1,0,1,0,spam
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,24,4,20,155,2,0,0,18,spam
I don know account details..i will ask my mom and send you.my mom is out of reach now.,18,1,17,86,4,0,0,0,spam
Sorry i'm not free...,4,1,3,21,4,0,1,0,spam
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,22,41,4,142,7,0,0,23,spam
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,30,28,18,162,7,0,2,16,spam
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",33,5,27,156,5,0,0,0,spam
Call FREEPHONE 0800 542 0578 now!,6,10,1,33,1,0,1,11,spam
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,28,14,11,154,8,0,1,5,spam
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",28,7,15,162,9,0,1,19,spam
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,27,30,12,154,5,0,0,25,spam
No dear i do have free messages without any recharge. Hi hi hi,13,2,11,62,1,0,1,0,spam
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,22,1,21,100,3,0,1,0,spam
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",25,9,18,132,10,0,2,5,spam
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",34,3,30,158,3,0,0,0,spam
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",24,3,21,120,4,0,0,0,spam
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,19,2,16,82,3,0,0,1,spam
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,23,66,0,89,1,0,0,0,spam
Sian... Aft meeting supervisor got work 2 do liao... U working now?,12,3,8,67,7,0,0,1,spam
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,26,1,25,119,3,0,0,0,spam
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",64,11,52,332,17,0,0,0,spam
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",28,11,19,151,4,0,0,13,spam
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",30,12,19,161,6,0,0,24,spam
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,22,4,14,93,11,0,0,0,spam
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",22,25,10,158,9,0,1,24,spam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",30,9,20,153,7,0,1,19,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",29,47,16,163,15,0,0,0,spam
"It could work, we'll reach a consensus at the next meeting",11,1,10,58,2,0,0,0,spam
Or ü go buy wif him then i meet ü later can?,12,1,11,44,1,0,0,0,spam
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,20,5,15,115,1,0,1,8,spam
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,19,4,17,84,1,0,0,0,spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,25,26,12,155,7,0,0,12,spam
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,22,26,13,154,8,0,0,20,spam
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,23,19,9,152,4,0,1,24,spam
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",33,14,23,156,8,0,1,7,spam
